date,ID,rep,conductance,temperature,leaf_angle,rel_chlorophyll,thickness,leaf_area,leaf_mass
09/04/19,USDA1_SOR_1,C,392.3,30.4,14.349,54.22,2.22,30499.37,2195.3
09/04/19,USDA1_SOR_1,A,573.8,31.3,10.442,52.03,1.73,28973.522,1933.6
09/04/19,USDA1_SOR_1,B,573.8,31.3,10.442,52.03,1.73,33547.91,2114
09/04/19,USDA1_SOR_1,C,573.8,31.3,10.442,52.03,1.73,30499.37,2195.3
09/04/19,USDA1_SOR_1,A,573.8,31.3,3.536,61.2,2.28,28973.522,1933.6
09/04/19,USDA1_SOR_1,B,573.8,31.3,3.536,61.2,2.28,33547.91,2114
09/04/19,USDA1_SOR_1,C,573.8,31.3,3.536,61.2,2.28,30499.37,2195.3
09/04/19,USDA1_SOR_1,A,573.8,31.3,14.349,54.22,2.22,28973.522,1933.6
09/04/19,USDA1_SOR_1,B,573.8,31.3,14.349,54.22,2.22,33547.91,2114
09/04/19,USDA1_SOR_1,C,573.8,31.3,14.349,54.22,2.22,30499.37,2195.3
09/04/19,USDA1_SOR_2,A,543.2,29.7,40.096,65.6,2.05,34687.35,2292.5
09/04/19,USDA1_SOR_2,B,543.2,29.7,40.096,65.6,2.05,12863.599,795.4
09/04/19,USDA1_SOR_2,C,543.2,29.7,40.096,65.6,2.05,40582.155,2694.3
09/04/19,USDA1_SOR_2,A,543.2,29.7,49.638,51.87,2.01,34687.35,2292.5
09/04/19,USDA1_SOR_2,B,543.2,29.7,49.638,51.87,2.01,12863.599,795.4
09/04/19,USDA1_SOR_2,C,543.2,29.7,49.638,51.87,2.01,40582.155,2694.3
09/04/19,USDA1_SOR_2,A,543.2,29.7,33.054,67.59,1.88,34687.35,2292.5
09/04/19,USDA1_SOR_2,B,543.2,29.7,33.054,67.59,1.88,12863.599,795.4
09/04/19,USDA1_SOR_2,C,543.2,29.7,33.054,67.59,1.88,40582.155,2694.3
09/04/19,USDA1_SOR_2,A,704.4,31,40.096,65.6,2.05,34687.35,2292.5
09/04/19,USDA1_SOR_2,B,704.4,31,40.096,65.6,2.05,12863.599,795.4
09/04/19,USDA1_SOR_2,C,704.4,31,40.096,65.6,2.05,40582.155,2694.3
09/04/19,USDA1_SOR_2,A,704.4,31,49.638,51.87,2.01,34687.35,2292.5
09/04/19,USDA1_SOR_2,B,704.4,31,49.638,51.87,2.01,12863.599,795.4
09/04/19,USDA1_SOR_2,C,704.4,31,49.638,51.87,2.01,40582.155,2694.3
09/04/19,USDA1_SOR_2,A,704.4,31,33.054,67.59,1.88,34687.35,2292.5
09/04/19,USDA1_SOR_2,B,704.4,31,33.054,67.59,1.88,12863.599,795.4
09/04/19,USDA1_SOR_2,C,704.4,31,33.054,67.59,1.88,40582.155,2694.3
09/04/19,USDA1_SOR_2,A,644.2,32.5,40.096,65.6,2.05,34687.35,2292.5
09/04/19,USDA1_SOR_2,B,644.2,32.5,40.096,65.6,2.05,12863.599,795.4
09/04/19,USDA1_SOR_2,C,644.2,32.5,40.096,65.6,2.05,40582.155,2694.3
09/04/19,USDA1_SOR_2,A,644.2,32.5,49.638,51.87,2.01,34687.35,2292.5
09/04/19,USDA1_SOR_2,B,644.2,32.5,49.638,51.87,2.01,12863.599,795.4
09/04/19,USDA1_SOR_2,C,644.2,32.5,49.638,51.87,2.01,40582.155,2694.3
09/04/19,USDA1_SOR_2,A,644.2,32.5,33.054,67.59,1.88,34687.35,2292.5
09/04/19,USDA1_SOR_2,B,644.2,32.5,33.054,67.59,1.88,12863.599,795.4
09/04/19,USDA1_SOR_2,C,644.2,32.5,33.054,67.59,1.88,40582.155,2694.3
09/04/19,USDA1_SOR_3,A,296.4,31.6,90.632,66.64,1.78,30460.034,2022.9
09/04/19,USDA1_SOR_3,B,296.4,31.6,90.632,66.64,1.78,31444.709,1964.5
09/04/19,USDA1_SOR_3,C,296.4,31.6,90.632,66.64,1.78,40127.977,2823.1
09/04/19,USDA1_SOR_3,A,296.4,31.6,18.677,66.07,2.08,30460.034,2022.9
09/04/19,USDA1_SOR_3,B,296.4,31.6,18.677,66.07,2.08,31444.709,1964.5
09/04/19,USDA1_SOR_3,C,296.4,31.6,18.677,66.07,2.08,40127.977,2823.1
09/04/19,USDA1_SOR_3,A,296.4,31.6,57.184,69.36,1.68,30460.034,2022.9
09/04/19,USDA1_SOR_3,B,296.4,31.6,57.184,69.36,1.68,31444.709,1964.5
09/04/19,USDA1_SOR_3,C,296.4,31.6,57.184,69.36,1.68,40127.977,2823.1
09/04/19,USDA1_SOR_3,A,380.6,32.5,90.632,66.64,1.78,30460.034,2022.9
09/04/19,USDA1_SOR_3,B,380.6,32.5,90.632,66.64,1.78,31444.709,1964.5
09/04/19,USDA1_SOR_3,C,380.6,32.5,90.632,66.64,1.78,40127.977,2823.1
09/04/19,USDA1_SOR_3,A,380.6,32.5,18.677,66.07,2.08,30460.034,2022.9
09/04/19,USDA1_SOR_3,B,380.6,32.5,18.677,66.07,2.08,31444.709,1964.5
09/04/19,USDA1_SOR_3,C,380.6,32.5,18.677,66.07,2.08,40127.977,2823.1
09/04/19,USDA1_SOR_3,A,380.6,32.5,57.184,69.36,1.68,30460.034,2022.9
09/04/19,USDA1_SOR_3,B,380.6,32.5,57.184,69.36,1.68,31444.709,1964.5
09/04/19,USDA1_SOR_3,C,380.6,32.5,57.184,69.36,1.68,40127.977,2823.1
09/04/19,USDA1_SOR_3,A,357.3,33.7,90.632,66.64,1.78,30460.034,2022.9
09/04/19,USDA1_SOR_3,B,357.3,33.7,90.632,66.64,1.78,31444.709,1964.5
09/04/19,USDA1_SOR_3,C,357.3,33.7,90.632,66.64,1.78,40127.977,2823.1
09/04/19,USDA1_SOR_3,A,357.3,33.7,18.677,66.07,2.08,30460.034,2022.9
09/04/19,USDA1_SOR_3,B,357.3,33.7,18.677,66.07,2.08,31444.709,1964.5
09/04/19,USDA1_SOR_3,C,357.3,33.7,18.677,66.07,2.08,40127.977,2823.1
09/04/19,USDA1_SOR_3,A,357.3,33.7,57.184,69.36,1.68,30460.034,2022.9
09/04/19,USDA1_SOR_3,B,357.3,33.7,57.184,69.36,1.68,31444.709,1964.5
09/04/19,USDA1_SOR_3,C,357.3,33.7,57.184,69.36,1.68,40127.977,2823.1
09/04/19,USDA2_COT_1,A,267.2,33.2,27.499,60.88,1.8,10999.854,948.8
09/04/19,USDA2_COT_1,B,267.2,33.2,27.499,60.88,1.8,6124.138,550.6
09/04/19,USDA2_COT_1,C,267.2,33.2,27.499,60.88,1.8,9268.983,747.1
09/04/19,USDA2_COT_1,A,267.2,33.2,11.94,51.19,2.02,10999.854,948.8
09/04/19,USDA2_COT_1,B,267.2,33.2,11.94,51.19,2.02,6124.138,550.6
09/04/19,USDA2_COT_1,C,267.2,33.2,11.94,51.19,2.02,9268.983,747.1
09/04/19,USDA2_COT_1,A,267.2,33.2,27.683,48.12,2.02,10999.854,948.8
09/04/19,USDA2_COT_1,B,267.2,33.2,27.683,48.12,2.02,6124.138,550.6
09/04/19,USDA2_COT_1,C,267.2,33.2,27.683,48.12,2.02,9268.983,747.1
09/04/19,USDA2_COT_1,A,375.3,33.8,27.499,60.88,1.8,10999.854,948.8
09/04/19,USDA2_COT_1,B,375.3,33.8,27.499,60.88,1.8,6124.138,550.6
09/04/19,USDA2_COT_1,C,375.3,33.8,27.499,60.88,1.8,9268.983,747.1
09/04/19,USDA2_COT_1,A,375.3,33.8,11.94,51.19,2.02,10999.854,948.8
09/04/19,USDA2_COT_1,B,375.3,33.8,11.94,51.19,2.02,6124.138,550.6
09/04/19,USDA2_COT_1,C,375.3,33.8,11.94,51.19,2.02,9268.983,747.1
09/04/19,USDA2_COT_1,A,375.3,33.8,27.683,48.12,2.02,10999.854,948.8
09/04/19,USDA2_COT_1,B,375.3,33.8,27.683,48.12,2.02,6124.138,550.6
09/04/19,USDA2_COT_1,C,375.3,33.8,27.683,48.12,2.02,9268.983,747.1
09/04/19,USDA2_COT_1,A,309.9,34.7,27.499,60.88,1.8,10999.854,948.8
09/04/19,USDA2_COT_1,B,309.9,34.7,27.499,60.88,1.8,6124.138,550.6
09/04/19,USDA2_COT_1,C,309.9,34.7,27.499,60.88,1.8,9268.983,747.1
09/04/19,USDA2_COT_1,A,309.9,34.7,11.94,51.19,2.02,10999.854,948.8
09/04/19,USDA2_COT_1,B,309.9,34.7,11.94,51.19,2.02,6124.138,550.6
09/04/19,USDA2_COT_1,C,309.9,34.7,11.94,51.19,2.02,9268.983,747.1
09/04/19,USDA2_COT_1,A,309.9,34.7,27.683,48.12,2.02,10999.854,948.8
09/04/19,USDA2_COT_1,B,309.9,34.7,27.683,48.12,2.02,6124.138,550.6
09/04/19,USDA2_COT_1,C,309.9,34.7,27.683,48.12,2.02,9268.983,747.1
09/04/19,USDA2_COT_2,A,348.5,35.3,16.561,50.98,2.11,6010.267,512.2
09/04/19,USDA2_COT_2,B,348.5,35.3,16.561,50.98,2.11,10007.541,831.4
09/04/19,USDA2_COT_2,C,348.5,35.3,16.561,50.98,2.11,9264.399,807.9
09/04/19,USDA2_COT_2,A,348.5,35.3,13.085,54.91,2.07,6010.267,512.2
09/04/19,USDA2_COT_2,B,348.5,35.3,13.085,54.91,2.07,10007.541,831.4
09/04/19,USDA2_COT_2,C,348.5,35.3,13.085,54.91,2.07,9264.399,807.9
09/04/19,USDA2_COT_2,A,348.5,35.3,14.139,56.02,1.99,6010.267,512.2
09/04/19,USDA2_COT_2,B,348.5,35.3,14.139,56.02,1.99,10007.541,831.4
09/04/19,USDA2_COT_2,C,348.5,35.3,14.139,56.02,1.99,9264.399,807.9
09/04/19,USDA2_COT_2,A,307.3,36.1,16.561,50.98,2.11,6010.267,512.2
09/04/19,USDA2_COT_2,B,307.3,36.1,16.561,50.98,2.11,10007.541,831.4
09/04/19,USDA2_COT_2,C,307.3,36.1,16.561,50.98,2.11,9264.399,807.9
09/04/19,USDA2_COT_2,A,307.3,36.1,13.085,54.91,2.07,6010.267,512.2
09/04/19,USDA2_COT_2,B,307.3,36.1,13.085,54.91,2.07,10007.541,831.4
09/04/19,USDA2_COT_2,C,307.3,36.1,13.085,54.91,2.07,9264.399,807.9
09/04/19,USDA2_COT_2,A,307.3,36.1,14.139,56.02,1.99,6010.267,512.2
09/04/19,USDA2_COT_2,B,307.3,36.1,14.139,56.02,1.99,10007.541,831.4
09/04/19,USDA2_COT_2,C,307.3,36.1,14.139,56.02,1.99,9264.399,807.9
09/04/19,USDA2_COT_2,A,460.5,36.6,16.561,50.98,2.11,6010.267,512.2
09/04/19,USDA2_COT_2,B,460.5,36.6,16.561,50.98,2.11,10007.541,831.4
09/04/19,USDA2_COT_2,C,460.5,36.6,16.561,50.98,2.11,9264.399,807.9
09/04/19,USDA2_COT_2,A,460.5,36.6,13.085,54.91,2.07,6010.267,512.2
09/04/19,USDA2_COT_2,B,460.5,36.6,13.085,54.91,2.07,10007.541,831.4
09/04/19,USDA2_COT_2,C,460.5,36.6,13.085,54.91,2.07,9264.399,807.9
09/04/19,USDA2_COT_2,A,460.5,36.6,14.139,56.02,1.99,6010.267,512.2
09/04/19,USDA2_COT_2,B,460.5,36.6,14.139,56.02,1.99,10007.541,831.4
09/04/19,USDA2_COT_2,C,460.5,36.6,14.139,56.02,1.99,9264.399,807.9
09/04/19,USDA2_COT_3,A,192.9,42,17.698,52.18,2.17,8256.057,711.3
09/04/19,USDA2_COT_3,B,192.9,42,17.698,52.18,2.17,6985.181,682.2
09/04/19,USDA2_COT_3,C,192.9,42,17.698,52.18,2.17,5656.603,540.9
09/04/19,USDA2_COT_3,A,192.9,42,18.156,51.55,2.03,8256.057,711.3
09/04/19,USDA2_COT_3,B,192.9,42,18.156,51.55,2.03,6985.181,682.2
09/04/19,USDA2_COT_3,C,192.9,42,18.156,51.55,2.03,5656.603,540.9
09/04/19,USDA2_COT_3,A,192.9,42,23.786,51.38,2.23,8256.057,711.3
09/04/19,USDA2_COT_3,B,192.9,42,23.786,51.38,2.23,6985.181,682.2
09/04/19,USDA2_COT_3,C,192.9,42,23.786,51.38,2.23,5656.603,540.9
09/04/19,USDA2_COT_3,A,246.5,41.5,17.698,52.18,2.17,8256.057,711.3
09/04/19,USDA2_COT_3,B,246.5,41.5,17.698,52.18,2.17,6985.181,682.2
09/04/19,USDA2_COT_3,C,246.5,41.5,17.698,52.18,2.17,5656.603,540.9
09/04/19,USDA2_COT_3,A,246.5,41.5,18.156,51.55,2.03,8256.057,711.3
09/04/19,USDA2_COT_3,B,246.5,41.5,18.156,51.55,2.03,6985.181,682.2
09/04/19,USDA2_COT_3,C,246.5,41.5,18.156,51.55,2.03,5656.603,540.9
09/04/19,USDA2_COT_3,A,246.5,41.5,23.786,51.38,2.23,8256.057,711.3
09/04/19,USDA2_COT_3,B,246.5,41.5,23.786,51.38,2.23,6985.181,682.2
09/04/19,USDA2_COT_3,C,246.5,41.5,23.786,51.38,2.23,5656.603,540.9
09/04/19,USDA2_COT_3,A,462.3,40.4,17.698,52.18,2.17,8256.057,711.3
09/04/19,USDA2_COT_3,B,462.3,40.4,17.698,52.18,2.17,6985.181,682.2
09/04/19,USDA2_COT_3,C,462.3,40.4,17.698,52.18,2.17,5656.603,540.9
09/04/19,USDA2_COT_3,A,462.3,40.4,18.156,51.55,2.03,8256.057,711.3
09/04/19,USDA2_COT_3,B,462.3,40.4,18.156,51.55,2.03,6985.181,682.2
09/04/19,USDA2_COT_3,C,462.3,40.4,18.156,51.55,2.03,5656.603,540.9
09/04/19,USDA2_COT_3,A,462.3,40.4,23.786,51.38,2.23,8256.057,711.3
09/04/19,USDA2_COT_3,B,462.3,40.4,23.786,51.38,2.23,6985.181,682.2
09/04/19,USDA2_COT_3,C,462.3,40.4,23.786,51.38,2.23,5656.603,540.9
08/12/19,USDA3_COT_1,A,533.1,33.8,12.507,57.9,1.72,7184.784,616.5
08/12/19,USDA3_COT_1,B,533.1,33.8,12.507,57.9,1.72,6538.501,611.4
08/12/19,USDA3_COT_1,C,533.1,33.8,12.507,57.9,1.72,7417.452,639.5
08/12/19,USDA3_COT_1,A,533.1,33.8,29.451,65.27,2.03,7184.784,616.5
08/12/19,USDA3_COT_1,B,533.1,33.8,29.451,65.27,2.03,6538.501,611.4
08/12/19,USDA3_COT_1,C,533.1,33.8,29.451,65.27,2.03,7417.452,639.5
08/12/19,USDA3_COT_1,A,533.1,33.8,19.843,57.6,2.49,7184.784,616.5
08/12/19,USDA3_COT_1,B,533.1,33.8,19.843,57.6,2.49,6538.501,611.4
08/12/19,USDA3_COT_1,C,533.1,33.8,19.843,57.6,2.49,7417.452,639.5
08/12/19,USDA3_COT_1,A,612.2,33.3,12.507,57.9,1.72,7184.784,616.5
08/12/19,USDA3_COT_1,B,612.2,33.3,12.507,57.9,1.72,6538.501,611.4
08/12/19,USDA3_COT_1,C,612.2,33.3,12.507,57.9,1.72,7417.452,639.5
08/12/19,USDA3_COT_1,A,612.2,33.3,29.451,65.27,2.03,7184.784,616.5
08/12/19,USDA3_COT_1,B,612.2,33.3,29.451,65.27,2.03,6538.501,611.4
08/12/19,USDA3_COT_1,C,612.2,33.3,29.451,65.27,2.03,7417.452,639.5
08/12/19,USDA3_COT_1,A,612.2,33.3,19.843,57.6,2.49,7184.784,616.5
08/12/19,USDA3_COT_1,B,612.2,33.3,19.843,57.6,2.49,6538.501,611.4
08/12/19,USDA3_COT_1,C,612.2,33.3,19.843,57.6,2.49,7417.452,639.5
08/12/19,USDA3_COT_1,A,379.3,32.6,12.507,57.9,1.72,7184.784,616.5
08/12/19,USDA3_COT_1,B,379.3,32.6,12.507,57.9,1.72,6538.501,611.4
08/12/19,USDA3_COT_1,C,379.3,32.6,12.507,57.9,1.72,7417.452,639.5
08/12/19,USDA3_COT_1,A,379.3,32.6,29.451,65.27,2.03,7184.784,616.5
08/12/19,USDA3_COT_1,B,379.3,32.6,29.451,65.27,2.03,6538.501,611.4
08/12/19,USDA3_COT_1,C,379.3,32.6,29.451,65.27,2.03,7417.452,639.5
08/12/19,USDA3_COT_1,A,379.3,32.6,19.843,57.6,2.49,7184.784,616.5
08/12/19,USDA3_COT_1,B,379.3,32.6,19.843,57.6,2.49,6538.501,611.4
08/12/19,USDA3_COT_1,C,379.3,32.6,19.843,57.6,2.49,7417.452,639.5
08/12/19,USDA3_COT_2,A,571.4,37.3,17.357,56.68,2.13,10023.679,1101.2
08/12/19,USDA3_COT_2,B,571.4,37.3,17.357,56.68,2.13,3659.499,252.4
08/12/19,USDA3_COT_2,C,571.4,37.3,17.357,56.68,2.13,6189.586,565.4
08/12/19,USDA3_COT_2,A,571.4,37.3,14.722,52.88,2.46,10023.679,1101.2
08/12/19,USDA3_COT_2,B,571.4,37.3,14.722,52.88,2.46,3659.499,252.4
08/12/19,USDA3_COT_2,C,571.4,37.3,14.722,52.88,2.46,6189.586,565.4
08/12/19,USDA3_COT_2,A,571.4,37.3,19.759,57.48,2.21,10023.679,1101.2
08/12/19,USDA3_COT_2,B,571.4,37.3,19.759,57.48,2.21,3659.499,252.4
08/12/19,USDA3_COT_2,C,571.4,37.3,19.759,57.48,2.21,6189.586,565.4
08/12/19,USDA3_COT_2,A,501.6,36.9,17.357,56.68,2.13,10023.679,1101.2
08/12/19,USDA3_COT_2,B,501.6,36.9,17.357,56.68,2.13,3659.499,252.4
08/12/19,USDA3_COT_2,C,501.6,36.9,17.357,56.68,2.13,6189.586,565.4
08/12/19,USDA3_COT_2,A,501.6,36.9,14.722,52.88,2.46,10023.679,1101.2
08/12/19,USDA3_COT_2,B,501.6,36.9,14.722,52.88,2.46,3659.499,252.4
08/12/19,USDA3_COT_2,C,501.6,36.9,14.722,52.88,2.46,6189.586,565.4
08/12/19,USDA3_COT_2,A,501.6,36.9,19.759,57.48,2.21,10023.679,1101.2
08/12/19,USDA3_COT_2,B,501.6,36.9,19.759,57.48,2.21,3659.499,252.4
08/12/19,USDA3_COT_2,C,501.6,36.9,19.759,57.48,2.21,6189.586,565.4
08/12/19,USDA3_COT_2,A,386.2,35.9,17.357,56.68,2.13,10023.679,1101.2
08/12/19,USDA3_COT_2,B,386.2,35.9,17.357,56.68,2.13,3659.499,252.4
08/12/19,USDA3_COT_2,C,386.2,35.9,17.357,56.68,2.13,6189.586,565.4
08/12/19,USDA3_COT_2,A,386.2,35.9,14.722,52.88,2.46,10023.679,1101.2
08/12/19,USDA3_COT_2,B,386.2,35.9,14.722,52.88,2.46,3659.499,252.4
08/12/19,USDA3_COT_2,C,386.2,35.9,14.722,52.88,2.46,6189.586,565.4
08/12/19,USDA3_COT_2,A,386.2,35.9,19.759,57.48,2.21,10023.679,1101.2
08/12/19,USDA3_COT_2,B,386.2,35.9,19.759,57.48,2.21,3659.499,252.4
08/12/19,USDA3_COT_2,C,386.2,35.9,19.759,57.48,2.21,6189.586,565.4
08/12/19,USDA3_COT_3,A,612.5,37.5,27.288,57.63,2.04,8525.299,768.2
08/12/19,USDA3_COT_3,B,612.5,37.5,27.288,57.63,2.04,8065.216,729.4
08/12/19,USDA3_COT_3,C,612.5,37.5,27.288,57.63,2.04,8419.913,789.7
08/12/19,USDA3_COT_3,A,612.5,37.5,21.379,55.01,1.92,8525.299,768.2
08/12/19,USDA3_COT_3,B,612.5,37.5,21.379,55.01,1.92,8065.216,729.4
08/12/19,USDA3_COT_3,C,612.5,37.5,21.379,55.01,1.92,8419.913,789.7
08/12/19,USDA3_COT_3,A,612.5,37.5,35.853,57.93,2.32,8525.299,768.2
08/12/19,USDA3_COT_3,B,612.5,37.5,35.853,57.93,2.32,8065.216,729.4
08/12/19,USDA3_COT_3,C,612.5,37.5,35.853,57.93,2.32,8419.913,789.7
08/12/19,USDA3_COT_3,A,542.4,36.4,27.288,57.63,2.04,8525.299,768.2
08/12/19,USDA3_COT_3,B,542.4,36.4,27.288,57.63,2.04,8065.216,729.4
08/12/19,USDA3_COT_3,C,542.4,36.4,27.288,57.63,2.04,8419.913,789.7
08/12/19,USDA3_COT_3,A,542.4,36.4,21.379,55.01,1.92,8525.299,768.2
08/12/19,USDA3_COT_3,B,542.4,36.4,21.379,55.01,1.92,8065.216,729.4
08/12/19,USDA3_COT_3,C,542.4,36.4,21.379,55.01,1.92,8419.913,789.7
08/12/19,USDA3_COT_3,A,542.4,36.4,35.853,57.93,2.32,8525.299,768.2
08/12/19,USDA3_COT_3,B,542.4,36.4,35.853,57.93,2.32,8065.216,729.4
08/12/19,USDA3_COT_3,C,542.4,36.4,35.853,57.93,2.32,8419.913,789.7
08/12/19,USDA3_COT_3,A,859.4,36,27.288,57.63,2.04,8525.299,768.2
08/12/19,USDA3_COT_3,B,859.4,36,27.288,57.63,2.04,8065.216,729.4
08/12/19,USDA3_COT_3,C,859.4,36,27.288,57.63,2.04,8419.913,789.7
08/12/19,USDA3_COT_3,A,859.4,36,21.379,55.01,1.92,8525.299,768.2
08/12/19,USDA3_COT_3,B,859.4,36,21.379,55.01,1.92,8065.216,729.4
08/12/19,USDA3_COT_3,C,859.4,36,21.379,55.01,1.92,8419.913,789.7
08/12/19,USDA3_COT_3,A,859.4,36,35.853,57.93,2.32,8525.299,768.2
08/12/19,USDA3_COT_3,B,859.4,36,35.853,57.93,2.32,8065.216,729.4
08/12/19,USDA3_COT_3,C,859.4,36,35.853,57.93,2.32,8419.913,789.7
08/15/19,USDAP1_COT_1,A,364.3,31.2,20.51,57.44,2.09,3259.405,271.9
08/15/19,USDAP1_COT_1,B,364.3,31.2,20.51,57.44,2.09,5399.558,497.1
08/15/19,USDAP1_COT_1,C,364.3,31.2,20.51,57.44,2.09,4926.994,327.3
08/15/19,USDAP1_COT_1,A,364.3,31.2,8.85,54.63,2.51,3259.405,271.9
08/15/19,USDAP1_COT_1,B,364.3,31.2,8.85,54.63,2.51,5399.558,497.1
08/15/19,USDAP1_COT_1,C,364.3,31.2,8.85,54.63,2.51,4926.994,327.3
08/15/19,USDAP1_COT_1,A,364.3,31.2,36.957,61.21,1.82,3259.405,271.9
08/15/19,USDAP1_COT_1,B,364.3,31.2,36.957,61.21,1.82,5399.558,497.1
08/15/19,USDAP1_COT_1,C,364.3,31.2,36.957,61.21,1.82,4926.994,327.3
08/15/19,USDAP1_COT_1,A,308.5,32.3,20.51,57.44,2.09,3259.405,271.9
08/15/19,USDAP1_COT_1,B,308.5,32.3,20.51,57.44,2.09,5399.558,497.1
08/15/19,USDAP1_COT_1,C,308.5,32.3,20.51,57.44,2.09,4926.994,327.3
08/15/19,USDAP1_COT_1,A,308.5,32.3,8.85,54.63,2.51,3259.405,271.9
08/15/19,USDAP1_COT_1,B,308.5,32.3,8.85,54.63,2.51,5399.558,497.1
08/15/19,USDAP1_COT_1,C,308.5,32.3,8.85,54.63,2.51,4926.994,327.3
08/15/19,USDAP1_COT_1,,308.5,32.3,36.957,61.21,1.82,3259.405,271.9
08/15/19,USDAP1_COT_1,,308.5,32.3,36.957,61.21,1.82,5399.558,497.1
08/15/19,USDAP1_COT_1,,308.5,32.3,36.957,61.21,1.82,4926.994,327.3
08/15/19,USDAP1_COT_1,,498.3,33.1,20.51,57.44,2.09,3259.405,271.9
08/15/19,USDAP1_COT_1,,498.3,33.1,20.51,57.44,2.09,5399.558,497.1
08/15/19,USDAP1_COT_1,,498.3,33.1,20.51,57.44,2.09,4926.994,327.3
08/15/19,USDAP1_COT_1,,498.3,33.1,8.85,54.63,2.51,3259.405,271.9
08/15/19,USDAP1_COT_1,,498.3,33.1,8.85,54.63,2.51,5399.558,497.1
08/15/19,USDAP1_COT_1,,498.3,33.1,8.85,54.63,2.51,4926.994,327.3
08/15/19,USDAP1_COT_1,,498.3,33.1,36.957,61.21,1.82,3259.405,271.9
08/15/19,USDAP1_COT_1,,498.3,33.1,36.957,61.21,1.82,5399.558,497.1
08/15/19,USDAP1_COT_1,,498.3,33.1,36.957,61.21,1.82,4926.994,327.3
08/15/19,USDAP1_COT_2,,297.3,32.1,20.296,63.83,2.1,5308.24,535.7
08/15/19,USDAP1_COT_2,,297.3,32.1,20.296,63.83,2.1,5612.268,409.4
08/15/19,USDAP1_COT_2,,297.3,32.1,20.296,63.83,2.1,6862.947,651.6
08/15/19,USDAP1_COT_2,,297.3,32.1,17.791,62.13,2.3,5308.24,535.7
08/15/19,USDAP1_COT_2,,297.3,32.1,17.791,62.13,2.3,5612.268,409.4
08/15/19,USDAP1_COT_2,,297.3,32.1,17.791,62.13,2.3,6862.947,651.6
08/15/19,USDAP1_COT_2,,297.3,32.1,19.619,57.39,2.12,5308.24,535.7
